atis_abbreviation	what is fare code y mean
atis_abbreviation	what is fare code q
atis_abbreviation	explain the fare code q
atis_abbreviation	what does y mean
atis_abbreviation	what is fare code qo mean
atis_abbreviation	explain fare code qx
atis_abbreviation	what does the fare code f and fn mean
atis_abbreviation	explain restriction ap please
atis_abbreviation	what does the fare code qx mean
atis_abbreviation	what does restriction ap 57 mean
atis_abbreviation	what are restrictions ap 57
atis_abbreviation	explain the fare codes
atis_abbreviation	what does ua stand for
atis_abbreviation	what is ff
atis_abbreviation	what does code y mean
atis_abbreviation	what is the meaning of restriction ap80
atis_abbreviation	what does fare code y mean
atis_abbreviation	what is bna
atis_abbreviation	what is mci
atis_abbreviation	what does hou mean
atis_abbreviation	what is mco
atis_abbreviation	what is the abbreviation d10
atis_abbreviation	what does fare code h mean
atis_abbreviation	what does lax stand for
atis_abbreviation	what does restriction ap 80 mean
atis_abbreviation	explain the restriction ap 80
atis_abbreviation	what does restriction ap 57
atis_abbreviation	what is restriction ap 57
atis_abbreviation	what does ap 20 mean
atis_abbreviation	what is the ap 57 restriction
atis_abbreviation	what is bur
atis_abbreviation	what is ord
atis_abbreviation	what does ewr mean
atis_abbreviation	what is yyz
atis_abbreviation	explain the restriction ap 57
atis_aircraft	what is the aircraft type with the greatest seating capacity
atis_aircraft	kindly give me the type of aircraft used to fly from atlanta to denver
atis_aircraft	i would like to know what type of aircraft will be used on the morning of july seventh from atlanta to boston
atis_aircraft	i need a plane that arrives in san francisco by 9 o'clock pm on friday and leaves from baltimore
atis_aircraft	can you please tell me the type of aircraft used flying from atlanta to denver on eastern flight 825 leaving at 555
atis_aircraft	what aircraft is co 1209
atis_aircraft	what is the smallest aircraft available to fly on from pittsburgh to baltimore
atis_aircraft	show me all the types of aircraft
atis_aircraft	what type of aircraft is used flying from atlanta to denver before 12 noon
atis_aircraft	what kind of airplane goes from philadelphia to san francisco monday stopping in dallas in the afternoon first class flight
atis_aircraft	list aircraft types that fly between boston and san francisco
atis_aircraft	what kind of airplane is flight ua 270 from denver to philadelphia
atis_aircraft	all right would you let me know type of aircraft united airlines is using on the flights from denver to san francisco i would like to know the type of aircraft that they use on these flights before 10 in the morning
atis_aircraft	what type of aircraft is used on the first flight from philadelphia to dallas in the morning
atis_aircraft	what airplane types fly from pittsburgh to baltimore
atis_aircraft	what's the smallest plane flying from pittsburgh to baltimore on december seventeenth
atis_aircraft	what kind of plane is used on the earliest flight from boston to san francisco afternoon
atis_aircraft	what aircraft has the largest seating capacity
atis_aircraft	what's the smallest plane that flies from pittsburgh to baltimore on eight sixteen
atis_aircraft	what type of aircraft leaves from boston to washington dc before 9 am
atis_aircraft	what type of aircraft are flying from cleveland to dallas before noon
atis_aircraft	what planes are used by twa
atis_aircraft	repeating leaving denver to san francisco before 10 am what type of aircraft is used
atis_aircraft	what kinds of planes are used by midway airlines
atis_aircraft	what type of aircraft leaves from boston to washington dc at 9 am during a weekday
atis_aircraft	what kind of airplane is flight ua 281 from boston to denver
atis_aircraft	what first class airplane goes from philadelphia to san francisco and stops in dallas in the afternoon on monday
atis_aircraft	what is the smallest aircraft available flying from pittsburgh to baltimore arriving on may seventh
atis_aircraft	what type of aircraft flies from pittsburgh to baltimore
atis_aircraft	what is the smallest aircraft that flies from pittsburgh to baltimore arriving may seventh
atis_aircraft	what kind of aircraft will i be flying on if i take a first class american airlines flight from philadelphia to dallas
atis_aircraft	what type of aircraft is used on american airline flight 315
atis_aircraft	what type of aircraft is used on the flight from atlanta to philadelphia before 12 o'clock noon
atis_aircraft	please inform me the type of aircraft used on a flight from atlanta to denver before 12 o'clock noon
atis_aircraft	what kinds of planes are used by american airlines
atis_aircraft	what type of aircraft are used on flights from cleveland to dallas that leave before noon
atis_aircraft	i'm traveling from boston to atlanta and i'd like to go sometime after 5 pm but i want to know what kind of airplane it's on
atis_aircraft	i need to find a plane from boston to san francisco on friday
atis_aircraft	what kind of aircraft does delta use before 8 am on august second from boston to denver
atis_aircraft	what kind of aircraft do you have flying from boston to san francisco on august twenty seventh
atis_aircraft	what kind of aircraft is used on a flight from cleveland to dallas
atis_aircraft	list types of aircraft that connect boston and san francisco
atis_aircraft	what type of aircraft leaving after 2 pm from boston to oakland
atis_aircraft	what types of aircraft does delta fly
atis_aircraft	what type of aircraft leaving philadelphia to dallas
atis_aircraft	leaving denver flying to san francisco before 10 am what type of aircraft is used
atis_aircraft	what types of aircraft can i get a first class ticket from philadelphia to dallas
atis_aircraft	what type of aircraft is used for the american flight leaving at 419 pm
atis_aircraft	list types of planes that fly between pittsburgh and baltimore
atis_aircraft	i want to go and take a plane in atlanta and fly to boston
atis_aircraft	can you tell me what aircraft is used for delta flight 1222 from kansas city to salt lake city
atis_aircraft	what planes does united use
atis_aircraft	well i'll try last time tell me the kind of aircraft united airlines flies from denver to san francisco before 10 o'clock in the morning
atis_aircraft	display types of aircraft departing from cleveland to dallas before noon
atis_aircraft	show me the type of aircraft that canadian airlines uses
atis_aircraft	okay i would like to know the type of aircraft used on a flight from cleveland to dallas please
atis_aircraft	determine the type of aircraft used on a flight from cleveland to dallas that leaves before noon
atis_aircraft	what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco stopping in dallas
atis_aircraft	i'd like to know what type of plane flies from boston to dallas fort worth after 530
atis_aircraft	what type of aircraft leaves from boston to washington dc at 9 am
atis_aircraft	what type of aircraft does eastern fly from atlanta to denver before 6 pm
atis_aircraft	sure i'd like to determine what aircraft are use on july seventh leaving from boston and arriving in atlanta on july seventh
atis_aircraft	show me the aircraft that canadian airlines uses
atis_aircraft	list types of aircraft that fly between boston and san francisco
atis_aircraft	what kind of plane flies from boston to pittsburgh after noon
atis_aircraft	what kind of airplane goes from boston to san francisco before noon
atis_aircraft	please tell me the type of aircraft used from atlanta to denver before 12 o'clock noon
atis_aircraft	what kind of airplanes are used by delta airlines flying between washington and denver
atis_aircraft	what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco with a dallas stopover
atis_aircraft	at the charlotte airport how many different types of aircraft are there for us air
atis_aircraft	tell me about the m80 aircraft
atis_aircraft	what type of plane is an m80
atis_aircraft	tell me about the type of aircraft called an m80
atis_aircraft	what type of plane is a d9s
atis_aircraft	does delta aircraft fly dc10
atis_aircraft	what aircraft is used on delta flight 1222 from kansas city to salt lake city
atis_aircraft	what's the next smallest plane after a turboprop
atis_aircraft	is there a plane from boston to washington
atis_airfare	how much is a round trip first class fare between boston and washington
atis_airfare	i would like to know the first class fare on a flight from baltimore to denver
atis_airfare	what's the cost of a first class fare from philadelphia to san francisco
atis_airfare	show me one more time the first class fares from baltimore to dallas
atis_airfare	show me all first class prices from dallas to baltimore
atis_airfare	okay we're going from washington to denver first class ticket i'd like to know the cost of a first class ticket
atis_airfare	show me the first class fares from boston to denver
atis_airfare	show me the fares for a first class ticket from baltimore to dallas
atis_airfare	how much does a first class round trip ticket from cleveland to miami on us air cost
atis_airfare	show me fares leaving on tuesdays from denver to go to dallas
atis_airfare	what is the price of a first class ticket from atlanta to san francisco
atis_airfare	how much is a first class round trip from atlanta to san francisco
atis_airfare	show me first class fares from dallas to baltimore
atis_airfare	how much does it cost to fly one way from boston to washington first class
atis_airfare	coach fares only weekdays for denver to boston
atis_airfare	what's the lowest round trip fare from bwi to any city
atis_airfare	i'd like to have some information on a ticket from denver to atlanta with a stop in pittsburgh
atis_airfare	show me economy fares from dallas to baltimore
atis_airfare	what is the price of a first class ticket from milwaukee to san francisco round trip
atis_airfare	show me the prices of first class tickets on us air round trip from cleveland to miami
atis_airfare	what is the airfare for a round trip first class ticket from detroit to st. petersburg
atis_airfare	i'd like a ticket on a plane from denver to atlanta i would like a coach class or lowest fare ticket
atis_airfare	what is the first class fare from baltimore to dallas
atis_airfare	i need 2 first class tickets from dallas fort worth to san francisco
atis_airfare	what is the cost of a first class ticket from dallas fort worth to san francisco
atis_airfare	what is the first class fare for a round trip dallas to denver
atis_airfare	how much is a first class ticket from boston to san francisco
atis_airfare	what united airlines first class airfare flights are available from denver to baltimore on july three
atis_airfare	i'd like to know the price of first class seats from atlanta to san francisco
atis_airfare	list first class airfare round trip from indianapolis to memphis
atis_airfare	what is the round trip first class fare on united from boston to san francisco
atis_airfare	what is the first class fare from boston to dallas
atis_airfare	list the fares of midway airlines flights from boston to philadelphia
atis_airfare	what is the fare from philadelphia to pittsburgh business class one way
atis_airfare	what is the first class fare from indianapolis to orlando
atis_airfare	what are the coach fares from charlotte to la wednesday night
atis_airfare	i need one first class ticket from dallas fort worth to san francisco
atis_airfare	what is the round trip thrift fare on us air from boston to san francisco
atis_airfare	show me the fares from washington to oakland
atis_airfare	what do these cost
atis_airfare	what are the fares between new york and la on monday morning
atis_airfare	july seventh what is the cost of a round trip ticket traveling first class on united airlines leaving from denver going to baltimore
atis_airfare	get fares from washington to montreal
atis_airfare	fares between atlanta and boston
atis_airfare	what is the fare for a first class round trip ticket from detroit to st. petersburg
atis_airfare	get fares from washington to boston
atis_airfare	show me prices of flights from baltimore to dallas
atis_airfare	what are the fares from newark to la monday and wednesday
atis_airfare	show me fares from houston to las vegas
atis_airfare	fares from dallas to baltimore
atis_airfare	display all fare codes
atis_airfare	what is the economy thrift fare from boston to washington
atis_airfare	show me the fares for delta flights from dallas to san francisco
atis_airfare	show me the airfare from pittsburgh to san francisco
atis_airfare	show me the one way fares from san diego to miami nonstop
atis_airfare	what are the different classes of service and the prices for us air
atis_airfare	how much does it cost to fly from boston to baltimore on a saturday
atis_airfare	i need fare information from denver to pittsburgh
atis_airfare	what is the airfare from pittsburgh to atlanta
atis_airfare	what's the fare from washington to boston
atis_airfare	all fares and flights from philadelphia
atis_airfare	what are the cost of morning flights from atlanta to baltimore
atis_airfare	get saturday fares from washington to toronto
atis_airfare	please show me fares from denver to san francisco
atis_airfare	show me the cheapest one way fare from san francisco to houston on february twenty eighth 1994
atis_airfare	fares and flights from pittsburgh to philadelphia
atis_airfare	what is the fare from boston to oakland on united airlines
atis_airfare	what is the cost for these flights from baltimore to philadelphia
atis_airfare	what are the prices of the flights from dallas to baltimore
atis_airfare	what are the coach fares for flights from newark to la leaving after 3 pm
atis_airfare	what is the coach fare between boston and atlanta on delta
atis_airfare	what are the coach fares for flights from charlotte to newark tuesday evening
atis_airfare	what are the round trip fares for flights from denver to philadelphia arriving after 1700 on continental
atis_airfare	show me all prices of first class from baltimore to dallas
atis_airfare	i'd like to buy a coach class ticket from denver to atlanta with a stopover in pittsburgh
atis_airfare	how much is a first class ticket from washington to san francisco leaving on friday
atis_airfare	round trip first class fares new york to miami
atis_airfare	show me the first class fares from baltimore to dallas
atis_airfare	what is the first class round trip airfare from india indianapolis to memphis
atis_airfare	what are the coach class fares on flights from pittsburgh to atlanta
atis_airfare	what's the first class fare round trip from atlanta to denver
atis_airfare	first class round trip airfare from indianapolis to memphis
atis_airfare	show me the coach fares from baltimore to dallas
atis_airfare	please show me again the first class fares from baltimore to dallas
atis_airfare	show me the cost of a first class ticket from detroit to las vegas and back
atis_airfare	show me all first class fares from new york to miami leaving on a tuesday
atis_airfare	what is the cost of a business class ticket going from boston to dallas leaving july first
atis_airfare	i need a first class ticket on united airlines from denver to baltimore scheduled for december seventeenth
atis_airfare	how much does a first class ticket cost from boston to san francisco round trip
atis_airfare	what are the first class fares from boston to pittsburgh on thursday
atis_airfare	what are the prices of these flights
atis_airfare	show business class fares from san francisco to denver on united airlines
atis_airfare	list the fares of us air flights from boston to philadelphia
atis_airfare	fares and flights from denver to philadelphia
atis_airfare	show me fares leaving on tuesdays from denver to dallas
atis_airfare	get the saturday fare from washington to toronto
atis_airfare	how much does it cost to fly from atlanta to san francisco
atis_airfare	what is the cost of round trip ticket first class between oakland and atlanta
atis_airfare	what is the cost of a round trip flight from pittsburgh to atlanta beginning on april twenty fifth and returning on may sixth
atis_airfare	how much does it cost to go from downtown to logan airport
atis_airfare	show me fares less than 400 dollars for flights from dallas to baltimore
atis_airfare	first class price san francisco pittsburgh round trip
atis_airfare	what are the coach fares from la to charlotte monday morning
atis_airfare	first class fares from dallas to baltimore please
atis_airfare	what is the price of american airlines flight 19 from new york to los angeles
atis_airfare	price of flight from cleveland to nashville
atis_airfare	show me the prices of all flights from atlanta to washington dc
atis_airfare	what is the cheapest one way fare from any city to another
atis_airfare	i'd like the cheapest cost fare to fort worth from boston
atis_airfare	show me the cheapest one way fares from san diego to miami
atis_airfare	i need a ticket from nashville tennessee to seattle
atis_airfare	give me the fares for round trip flights from cleveland to miami next wednesday
atis_airfare	round trip fares from pittsburgh to philadelphia under 1000 dollars
atis_airfare	what's the price of the least expensive first class round trip ticket on us air from cleveland to miami
atis_airfare	hi i want a round trip ticket to dallas
atis_airfare	what would be cost of a round trip from pittsburgh to san francisco
atis_airfare	show me round trip fares from toronto to detroit on delta northwest us air and united airlines
atis_airfare	how much is a round trip fare from nashville to seattle
atis_airfare	what is the fare going from baltimore to boston one way on november seventh
atis_airfare	what is the fare going from baltimore to atlanta one way on november seventh
atis_airfare	give me fares from atlanta to baltimore
atis_airfare	get saturday fares from washington to montreal
atis_airfare	what are the coach fares for flights from pittsburgh to denver
atis_airfare	what are the first class fares from dallas to baltimore
atis_airfare	in economy class from dallas to baltimore arriving july seventh i'd like to know what's the cheapest ticket possible
atis_airfare	how much is a first class ticket from baltimore to san francisco
atis_airfare	show me the cheapest round trip coach fare from las vegas to detroit
atis_airfare	give me the round trip coach fare from dallas to baltimore
atis_airfare	what are the first class and coach fares for flights from chicago to kansas city arriving around 7 pm next thursday
atis_airfare	show me all the night fares between philadelphia and san francisco
atis_airfare	what are the prices of the flights from atlanta to dallas in the morning
atis_airfare	please give me fares from denver to philadelphia
atis_airfare	i'd like to have some information on a ticket from denver to pittsburgh and atlanta
atis_airfare	what is the cost of a flight from boston to denver
atis_airfare	what is the fare for flights from denver to atlanta
atis_airfare	what is the cost of united airlines flight 415 from chicago to kansas city thursday night
atis_airfare	what does it cost to fly from boston to oakland on united airlines
atis_airfare	show me the fares from dallas to san francisco
atis_airfare	list the fares of the delta airlines flights from boston to philadelphia
atis_airfare	what is the fare on american airlines flight 928 from dallas fort worth to boston
atis_airfare	show me any show me what the first class fares are of the flights from pittsburgh to san francisco on monday
atis_airfare	list airfares for first class round trip from detroit to st. petersburg
atis_airfare	i need the cost of a ticket going from denver to baltimore a first class ticket on united airlines
atis_airfare	show me round trip first class tickets from new york to miami
atis_airfare	what are the fares for flights between atlanta and dfw provided by american airlines
atis_airfare	what's the cheapest first class airfare from pittsburgh to san francisco
atis_airfare	show business class fares on us air from boston to toronto
atis_airfare	what is the lowest fare from bwi to salt lake city
atis_airfare	how much does flight dl 402 from denver to philadelphia cost
atis_airfare	round trip air fares from baltimore to philadelphia less than 1000 dollars
atis_airfare	what is the airfare between denver and pittsburgh
atis_airfare	what are the fares for flights from charlotte to newark on tuesday and wednesday
atis_airfare	show me fares for flights from minneapolis to seattle on july first 1993
atis_airfare	please give me the prices for all flights from philadelphia to denver airport next sunday
atis_airfare	show me the cheapest round trip fare from san francisco to houston on february twenty eighth 1994
atis_airfare	what is the fare on the thrift economy flight from boston to san francisco
atis_airfare	show me all prices of economy from baltimore to dallas
atis_airfare	can you show me economy class one way fares for flights from oakland to dallas on december sixteenth
atis_airfare	what's the lowest round trip fare from atlanta to bwi
atis_airfare	what is the cost of a round trip ticket first class between oak and atl
atis_airfare	what are the fares for flights between atlanta and dfw
atis_airfare	what are the fares for flights between atlanta and dfw provided by delta airlines
atis_airfare	is there a fare from pittsburgh to cleveland under 200 dollars
atis_airfare	round trip fares from denver to philadelphia less than 1000 dollars
atis_airfare	show me all fares between philadelphia and san francisco that are less than 200 dollars one way
atis_airfare	round trip air fares from pittsburgh to philadelphia less than 1000 dollars
atis_airfare	round trip fare from baltimore to philadelphia less than 1000 dollars
atis_airfare	show me fares from dallas to baltimore that cost less than 300 dollars
atis_airfare	round trip fares from denver to philadelphia under 1000 dollars
atis_airfare	round trip fares from baltimore to philadelphia less than 1000 dollars round trip fares from denver to philadelphia less than 1000 dollars round trip fares from pittsburgh to philadelphia less than 1000 dollars
atis_airfare	what is the cost of a ticket going from denver to boston july twenty fifth 1991
atis_airfare	round trip fares from denver to philadelphia under 1000 dollars and pittsburgh to philadelphia under 1000 dollars
atis_airfare	round trip fares from baltimore to philadelphia less than 1000 dollars or round trip fares from denver to philadelphia less than 1000 dollars or round trip fares from pittsburgh to philadelphia less than 1000 dollars
atis_airfare	please list the cost of all flights from philadelphia to denver airport next sunday
atis_airfare	can you show me the economy fare flights from baltimore to dallas
atis_airfare	round trip fares from baltimore to philadelphia under 1000 dollars
atis_airfare	lowest fare from san francisco to los angeles
atis_airfare	how much does it cost to fly on delta from dallas to baltimore
atis_airfare	i need a ticket from nashville to seattle
atis_airfare	how much does flight ua 281 from boston to denver cost
atis_airfare	what is the first class fare on united flight 352 from denver to boston
atis_airfare	what are the lowest one way fares from atlanta to denver
atis_airfare	what are the most expensive first class tickets between boston and san francisco
atis_airfare	okay i just want to know the cheapest fare from atlanta to boston
atis_airfare	what is the cheapest one way fare from boston to washington
atis_airfare	i'd like the lowest fare from denver to pittsburgh
atis_airfare	what is the cheapest round trip fare between boston and san francisco
atis_airfare	show fares and flights from denver to oakland
atis_airfare	what's the cheapest round trip fare between boston and washington
atis_airfare	economy fares new york to miami round trip
atis_airfare	what is the cheapest round trip fare from atlanta to pittsburgh
atis_airfare	what is the cheapest fare from baltimore to dallas in any class
atis_airfare	what is the cheapest one way fare from san francisco to boston on wednesday august twenty first
atis_airfare	i'm interested in the cheapest fare from washington to fort worth
atis_airfare	cheapest round trip fare from or indianapolis to orlando on december twenty fifth
atis_airfare	what is the cheapest first class fare from cleveland to miami on us air on february twenty fourth
atis_airfare	what is the cheapest fare from dallas to denver on delta
atis_airfare	what's the lowest round trip fare from denver to atlanta
atis_airfare	i'd like to find the cheapest fare from atlanta to dallas
atis_airfare	what's the cheapest one way ticket from baltimore to atlanta
atis_airfare	please show me all fares for flights from denver to oakland
atis_airfare	show me fares from baltimore to philadelphia
atis_airfare	show me fares from philadelphia to san francisco on thursday morning
atis_airfare	what is the lowest fare from washington dc to montreal
atis_airfare	show me prices and times for first class travel from baltimore to dallas next summer
atis_airfare	how much does flight ua 297 from denver to san francisco cost
atis_airfare	please show me the cost of flight ua 201 from boston to denver and flight ua 343 from boston to denver
atis_airfare	what is the fare from boston to san francisco on united airlines flight 21
atis_airfare	show me the fare for delta flight 296 from atlanta to philadelphia
atis_airfare	what's the fare for delta flight 217 from dallas to san francisco
atis_airfare	how much does the american airlines flight 71 from dallas to san francisco cost
atis_airfare	what is the cost of flight dl 106 from philadelphia to boston
atis_airfare	what is the fare from san francisco to dallas fort worth on delta flight 852
atis_airfare	what is the fare on continental 271 from dallas to san francisco
atis_airfare	what are the lowest fares from washington dc to salt lake city
atis_airfare	list fares from washington dc to toronto that should be good
atis_airfare	i would like the fare on the us air 1039 from denver to pittsburgh on april twenty
atis_airfare	what is the round trip fare on continental 1291 from denver to san francisco and return
atis_airfare	show me the fare for us flight 3357 from philadelphia to baltimore
atis_airfare	please show me airfare of flight us 345 from boston to pittsburgh
atis_airfare	what is the cost of a flight from boston to san francisco
atis_airfare	dl 296 denver to philadelphia what is the fare
atis_airfare	show me the price of flight ea 212 from atlanta to washington
atis_airfare	what are the fares from dallas to san francisco on flight dl 217
atis_airfare	us 3724 baltimore to philadelphia what is the round trip fare
atis_airfare	what is the round trip fare on continental 1291 from dallas to san francisco and return
atis_airfare	how much does dl 746 cost
atis_airfare	what is the cheapest round trip fare on continental 1291 round trip denver san francisco
atis_airfare	what is the lowest fare for a flight from washington dc to boston
atis_airfare	list fares from washington dc to boston
atis_airfare	us 3724 baltimore to philadelphia what is the fare
atis_airfare	what is the cheapest one way fare from atlanta to boston
atis_airfare	what's the lowest round trip fare from dallas to atlanta
atis_airfare	what are the lowest one way fares from atlanta to pittsburgh
atis_airfare	what's the lowest one way fare from pittsburgh to denver
atis_airfare	how much is the cheapest flight from denver to pittsburgh with a stop in atlanta
atis_airfare	show me the cheapest round trip fare from baltimore to dallas
atis_airfare	show me the cheapest one way tickets from atlanta to dallas
atis_airfare	what is the cheapest fare between atlanta and san francisco
atis_airfare	what's the cheapest fare from san francisco to baltimore
atis_airfare	show me round trip tickets from new york to miami
atis_airfare	show me round trip fares from las vegas to houston nonstop
atis_airfare	round trip fares new york to san jose
atis_airfare	could you please give me the cost of a round trip flight from denver to pittsburgh
atis_airfare	what is the fare on november seventh going one way from pittsburgh to philadelphia
atis_airfare	can you show me fares for december sixteenth from oakland to dallas one way only
atis_airfare	what is the fare for a one way flight from boston to atlanta
atis_airfare	please give me round trip fares from baltimore to philadelphia
atis_airfare	what is the fare going from atlanta to boston one way on november seventh
atis_airfare	what is the price of a one way fare from atlanta to boston
atis_airfare	show me the round trip tickets from baltimore to atlanta
atis_airfare	i'd like a ticket from denver to atlanta with a stopover in pittsburgh is this possible
atis_airfare	i want a one way ticket from dallas to baltimore
atis_airfare	show me all fares from new york to miami leaving on a tuesday
atis_airfare	what is the price of flights from indianapolis to memphis
atis_airfare	what is the cost of flights from denver to san francisco
atis_airfare	how much will it cost taking coach from orlando to indianapolis on december twenty ninth flying us air 311
atis_airfare	what is the cheapest fare from washington to san francisco
atis_airfare	list fares from washington dc to montreal
atis_airfare	what does it cost to fly from boston to san francisco on united airlines flight 21
atis_airfare	how much does flight ua 270 from denver to philadelphia cost
atis_airfare	us 771 pittsburgh to philadelphia what is the fare
atis_airfare	show prices for all flights from baltimore to dallas on july twenty ninth
atis_airfare	and how much does it cost to travel from boston airport to downtown
atis_airfare	show me round trip fares between san francisco and washington dc
atis_airfare	what is the lowest fare from toronto to washington dc
atis_airfare	list all round trip fares from pittsburgh to washington dc
atis_airfare	show me the price of all flights from atlanta to washington dc
atis_airfare	i'd like a round trip ticket from los angeles to tacoma washington
atis_airfare	what's the cheapest fare for a round trip from indianapolis to orlando on december twenty seventh
atis_airfare	show me us air fares for next sunday from miami to cleveland
atis_airfare	i'd like a one way ticket from milwaukee to orlando either wednesday evening or thursday morning
atis_airfare	cheapest fare round trip from indianapolis to orlando on december twenty seventh
atis_airfare	what are the costs of flights from dallas to boston tomorrow
atis_airfare	could you tell me the cheapest fare from atlanta to boston on thirty first of august
atis_airfare	do you have the fare for traveling from oakland airport to oakland downtown
atis_airfare	cheapest one way fare from indianapolis to orlando on december twenty seventh
atis_airfare	i am looking for the cheapest fare from indianapolis to orlando on december twenty seventh
atis_airfare	show me the cheapest round trip coach fare on twa from las vegas to detroit
atis_airfare	how much is the 718 am flight from las vegas to new york twa
atis_airfare	what is the price of business class from boston to san francisco on twa
atis_airfare	what round trip tickets are there from cleveland to miami on us air that arrive before 4 pm
atis_airfare	i need the fares on flights from washington to toronto on a saturday
atis_airfare	what are the fares for flights between boston and washington dc
atis_airfare	cheapest fare from indianapolis to orlando on the twenty seventh of december
atis_airfare	i would like the least expensive airfare flight on sunday to pittsburgh from san francisco
atis_airfare	what is the least expensive one way fare from boston to pittsburgh
atis_airfare	show me the most expensive fare
atis_airfare	what is the least expensive one way fare between philadelphia and boston
atis_airfare	i'd like to see all the economy fares from baltimore to philadelphia
atis_airfare	what is the thrift economy flight fare from washington to san francisco
atis_airfare	how much is an economy ticket from washington to san francisco on september thirtieth
atis_airfare	show me all economy prices from dallas to baltimore
atis_airfare	i would like to see the economy fares for pittsburgh to philadelphia
atis_airfare	i need a ticket from los angeles to charlotte that leaves early in the morning
atis_airfare	how much is a us air boston to pittsburgh daily nonstop flight
atis_airfare	what is lowest cost air fare available for a flight from dallas to baltimore arriving on july fourth
atis_airfare	i would like a ticket leaving from denver colorado to atlanta georgia with a stop in pittsburgh
atis_airfare	what is the lowest price fare from atlanta to san francisco on flight delta 82 and delta 139
atis_airfare	give me the least expensive first class round trip ticket on us air from cleveland to miami
atis_airfare	what is the least expensive fare from boston to salt lake city
atis_airfare	i'd like information on the least expensive airfare round trip from pittsburgh to boston
atis_airfare	what is the least expensive fare from baltimore to san francisco leaving on september thirtieth
atis_airfare	what are the fares for flights serving a meal from boston to pittsburgh before noon on thursday
atis_airfare	what are the most expensive first class tickets between atlanta and dallas
atis_airfare	what is the most expensive one way fare between detroit and westchester county
atis_airfare	i'd like to find the least expensive one way fare from boston to philadelphia
atis_airfare	what is the lowest cost fare that delta has between boston and san francisco
atis_airfare	show me the most expensive one way first class fare from baltimore to dallas
atis_airfare	what is your least expensive fare between atlanta and boston
atis_airfare	what is the lowest cost for a one way ticket from boston to washington
atis_airfare	what is the least expensive one way fare from boston to san francisco
atis_airfare	what is the most expensive one way fare from boston to atlanta on american airlines
atis_airfare	i am looking to get one air fare from baltimore to san francisco on a 747 leaving august twenty seventh
atis_airfare	would you tell me the cheapest one way fare from boston to oakland
atis_airfare	what is the round trip cost of a first class ticket from boston to san francisco
atis_airfare	cheapest round trip airfare from tacoma to orlando
atis_airfare	show me all the cheapest fares from new york to miami leaving on tuesday
atis_airfare	cheapest fare from memphis to seattle
atis_airfare	what is the fare on the first flight from atlanta to denver on thursday morning
